trade_number,entry_time,route,quantity,buy_entry,buy_exit,buy_net,buy_commission,buy_exit_signal,sell_entry,sell_exit,sell_net,sell_commission,sell_exit_signal,entry_dt,month,year,control_pair_net,buy_target,sell_target,control_outcome,reference_price,target_points,derived_buy_target,derived_sell_target,scenario,entry_slip_ticks,candidate_direction,candidate_entry,candidate_exit,candidate_exit_reason,candidate_net,delta_vs_control,continuity_assumption,known_crisis_case
1269,2023-03-23 09:30,NY,2,12855.25,12854.0,-59.0,9.0,NQ09B BUY NY STOP,12854.75,12856.0,-59.0,9.0,NQ09B SELL NY STOP,2023-03-23 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12855.0,12.75,12868.0,12842.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12855.75,12854.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1270,2023-03-23 18:00,WEEKDAY_WEAK,1,12871.75,12870.5,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,12871.25,12872.5,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2023-03-23 18:00:00,2023-03,2023,-59.0,False,False,DOUBLE_STOP,12871.5,8.0,12879.75,12863.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12872.25,12870.5,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1271,2023-03-24 09:30,NY,2,12827.0,12839.75,501.0,9.0,NQ09B BUY NY N130 TP2,12826.5,12827.75,-59.0,9.0,NQ09B SELL NY STOP,2023-03-24 09:30:00,2023-03,2023,442.0,True,False,BUY_TARGET,12826.75,12.75,12839.75,12813.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,12827.5,12839.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1272,2023-03-26 18:00,WEEKLY,2,12916.25,12915.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,12915.75,12917.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-03-26 18:00:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12916.0,8.0,12924.25,12907.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12916.75,12915.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1273,2023-03-27 09:30,NY,2,12919.5,12918.25,-59.0,9.0,NQ09B BUY NY STOP,12919.0,12920.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-27 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12919.25,12.75,12932.25,12906.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12920.0,12918.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1274,2023-03-28 09:30,NY,2,12776.5,12775.25,-59.0,9.0,NQ09B BUY NY STOP,12776.0,12777.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-28 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12776.25,12.75,12789.25,12763.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12777.0,12775.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1275,2023-03-29 09:30,NY,2,12887.5,12886.25,-59.0,9.0,NQ09B BUY NY STOP,12887.0,12888.25,-59.0,9.0,NQ09B SELL NY STOP,2023-03-29 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,12887.25,12.75,12900.25,12874.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12888.0,12886.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1276,2023-03-30 09:30,NY,2,13065.0,13077.75,501.0,9.0,NQ09B BUY NY N130 TP2,13064.5,13065.75,-59.0,9.0,NQ09B SELL NY STOP,2023-03-30 09:30:00,2023-03,2023,442.0,True,False,BUY_TARGET,13064.75,12.75,13077.75,13051.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,13065.5,13077.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1277,2023-03-31 09:30,NY,2,13092.25,13091.0,-59.0,9.0,NQ09B BUY NY STOP,13091.75,13093.0,-59.0,9.0,NQ09B SELL NY STOP,2023-03-31 09:30:00,2023-03,2023,-118.0,False,False,DOUBLE_STOP,13092.0,12.75,13105.0,13079.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13092.75,13091.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1278,2023-04-02 18:00,WEEKLY,2,13262.25,13270.25,311.0,9.0,NQ09B BUY WEEKLY W80,13261.75,13263.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-04-02 18:00:00,2023-04,2023,252.0,True,False,BUY_TARGET,13262.0,8.0,13270.25,13253.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,13262.75,13270.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1279,2023-04-03 09:30,NY,2,13210.25,13209.0,-59.0,9.0,NQ09B BUY NY STOP,13209.75,13211.0,-59.0,9.0,NQ09B SELL NY STOP,2023-04-03 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13210.0,12.75,13223.0,13197.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13210.75,13209.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1280,2023-04-04 09:30,NY,2,13285.0,13283.75,-59.0,9.0,NQ09B BUY NY STOP,13284.5,13285.75,-59.0,9.0,NQ09B SELL NY STOP,2023-04-04 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13284.75,12.75,13297.75,13271.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13285.5,13283.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1281,2023-04-05 09:30,NY,2,13174.0,13172.75,-59.0,9.0,NQ09B BUY NY STOP,13173.5,13174.75,-59.0,9.0,NQ09B SELL NY STOP,2023-04-05 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13173.75,12.75,13186.75,13160.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13174.5,13172.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1282,2023-04-06 09:30,NY,2,13012.75,13011.5,-59.0,9.0,NQ09B BUY NY STOP,13012.25,13013.5,-59.0,9.0,NQ09B SELL NY STOP,2023-04-06 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13012.5,12.75,13025.5,12999.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13013.25,13011.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1283,2023-04-09 18:00,NY,2,13180.0,13178.75,-59.0,9.0,NQ09B BUY NY STOP,13179.5,13180.75,-59.0,9.0,NQ09B SELL NY STOP,2023-04-09 18:00:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13179.75,12.75,13192.75,13166.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13180.5,13178.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1284,2023-04-10 09:30,NY,2,13044.0,13042.75,-59.0,9.0,NQ09B BUY NY STOP,13043.5,13044.75,-59.0,9.0,NQ09B SELL NY STOP,2023-04-10 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13043.75,12.75,13056.75,13030.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13044.5,13042.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1285,2023-04-11 09:30,NY,2,13159.5,13158.25,-59.0,9.0,NQ09B BUY NY STOP,13159.0,13160.25,-59.0,9.0,NQ09B SELL NY STOP,2023-04-11 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13159.25,12.75,13172.25,13146.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13160.0,13158.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1286,2023-04-12 09:30,NY,2,13157.25,13156.0,-59.0,9.0,NQ09B BUY NY STOP,13156.75,13144.0,501.0,9.0,NQ09B SELL NY N130 TP2,2023-04-12 09:30:00,2023-04,2023,442.0,False,True,SELL_TARGET,13157.0,12.75,13170.0,13144.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13156.25,13144.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1287,2023-04-13 09:30,NY,2,13028.0,13026.75,-59.0,9.0,NQ09B BUY NY STOP,13027.5,13028.75,-59.0,9.0,NQ09B SELL NY STOP,2023-04-13 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13027.75,12.75,13040.75,13014.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13028.5,13026.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1288,2023-04-13 18:00,WEEKDAY_PREMIUM,2,13183.25,13182.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,13182.75,13184.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2023-04-13 18:00:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13183.0,8.0,13191.25,13174.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13183.75,13182.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1289,2023-04-14 09:30,NY,2,13139.5,13138.25,-59.0,9.0,NQ09B BUY NY STOP,13139.0,13140.25,-59.0,9.0,NQ09B SELL NY STOP,2023-04-14 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13139.25,12.75,13152.25,13126.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13140.0,13138.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1290,2023-04-16 18:00,WEEKLY,2,13212.75,13211.5,-59.0,9.0,NQ09B BUY WEEKLY STOP,13212.25,13213.5,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-04-16 18:00:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13212.5,8.0,13220.75,13204.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13213.25,13211.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1291,2023-04-17 09:30,NY,2,13162.75,13161.5,-59.0,9.0,NQ09B BUY NY STOP,13162.25,13149.5,501.0,9.0,NQ09B SELL NY N130 TP2,2023-04-17 09:30:00,2023-04,2023,442.0,False,True,SELL_TARGET,13162.5,12.75,13175.5,13149.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13161.75,13149.5,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1292,2023-04-18 09:30,NY,2,13280.25,13279.0,-59.0,9.0,NQ09B BUY NY STOP,13279.75,13281.0,-59.0,9.0,NQ09B SELL NY STOP,2023-04-18 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13280.0,12.75,13293.0,13267.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13280.75,13279.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1293,2023-04-19 09:30,NY,2,13085.5,13084.25,-59.0,9.0,NQ09B BUY NY STOP,13085.0,13086.25,-59.0,9.0,NQ09B SELL NY STOP,2023-04-19 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13085.25,12.75,13098.25,13072.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13086.0,13084.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1294,2023-04-20 09:30,NY,2,13051.75,13050.5,-59.0,9.0,NQ09B BUY NY STOP,13051.25,13052.5,-59.0,9.0,NQ09B SELL NY STOP,2023-04-20 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13051.5,12.75,13064.5,13038.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13052.25,13050.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1295,2023-04-21 09:30,NY,2,13058.0,13056.75,-59.0,9.0,NQ09B BUY NY STOP,13057.5,13044.75,501.0,9.0,NQ09B SELL NY N130 TP2,2023-04-21 09:30:00,2023-04,2023,442.0,False,True,SELL_TARGET,13057.75,12.75,13070.75,13044.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13057.0,13044.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1296,2023-04-23 18:00,WEEKLY,2,13070.25,13069.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,13069.75,13071.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-04-23 18:00:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13070.0,8.0,13078.25,13061.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13070.75,13069.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1297,2023-04-24 09:30,NY,2,13077.75,13090.5,501.0,9.0,NQ09B BUY NY N130 TP2,13077.25,13078.5,-59.0,9.0,NQ09B SELL NY STOP,2023-04-24 09:30:00,2023-04,2023,442.0,True,False,BUY_TARGET,13077.5,12.75,13090.5,13064.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,13078.25,13090.5,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1298,2023-04-24 18:00,WEEKDAY_WEAK,1,13050.5,13049.25,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,13050.0,13051.25,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2023-04-24 18:00:00,2023-04,2023,-59.0,False,False,DOUBLE_STOP,13050.25,8.0,13058.5,13042.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13051.0,13049.25,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1299,2023-04-25 09:30,NY,2,12988.5,12987.25,-59.0,9.0,NQ09B BUY NY STOP,12988.0,12989.25,-59.0,9.0,NQ09B SELL NY STOP,2023-04-25 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,12988.25,12.75,13001.25,12975.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12989.0,12987.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1300,2023-04-25 18:00,WEEKDAY_PREMIUM,2,12940.25,12939.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,12939.75,12931.75,311.0,9.0,NQ09B SELL WEEKDAY 1800 D80,2023-04-25 18:00:00,2023-04,2023,252.0,False,True,SELL_TARGET,12940.0,8.0,12948.25,12931.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,12939.25,12931.75,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1301,2023-04-26 09:30,NY,2,12950.5,12949.25,-59.0,9.0,NQ09B BUY NY STOP,12950.0,12951.25,-59.0,9.0,NQ09B SELL NY STOP,2023-04-26 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,12950.25,12.75,12963.25,12937.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12951.0,12949.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1302,2023-04-26 18:00,WEEKDAY_PREMIUM,2,12965.25,12964.0,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,12964.75,12966.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2023-04-26 18:00:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,12965.0,8.0,12973.25,12956.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,12965.75,12964.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1303,2023-04-27 09:30,NY,2,13041.0,13039.75,-59.0,9.0,NQ09B BUY NY STOP,13040.5,13041.75,-59.0,9.0,NQ09B SELL NY STOP,2023-04-27 09:30:00,2023-04,2023,-118.0,False,False,DOUBLE_STOP,13040.75,12.75,13053.75,13027.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13041.5,13039.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1304,2023-04-27 18:00,WEEKDAY_PREMIUM,2,13215.25,13223.25,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,13214.75,13216.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2023-04-27 18:00:00,2023-04,2023,252.0,True,False,BUY_TARGET,13215.0,8.0,13223.25,13206.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,13215.75,13223.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1305,2023-04-28 09:30,NY,2,13220.5,13219.25,-59.0,9.0,NQ09B BUY NY STOP,13220.0,13207.25,501.0,9.0,NQ09B SELL NY N130 TP2,2023-04-28 09:30:00,2023-04,2023,442.0,False,True,SELL_TARGET,13220.25,12.75,13233.25,13207.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13219.5,13207.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1306,2023-04-30 18:00,WEEKLY,2,13317.25,13325.25,311.0,9.0,NQ09B BUY WEEKLY W80,13316.75,13318.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-04-30 18:00:00,2023-04,2023,252.0,True,False,BUY_TARGET,13317.0,8.0,13325.25,13308.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,13317.75,13325.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1307,2023-05-01 09:30,NY,2,13301.0,13299.75,-59.0,9.0,NQ09B BUY NY STOP,13300.5,13301.75,-59.0,9.0,NQ09B SELL NY STOP,2023-05-01 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13300.75,12.75,13313.75,13287.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13301.5,13299.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1308,2023-05-01 18:00,WEEKDAY_WEAK,1,13290.25,13289.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,13289.75,13281.75,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2023-05-01 18:00:00,2023-05,2023,126.0,False,True,SELL_TARGET,13290.0,8.0,13298.25,13281.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13289.25,13281.75,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1309,2023-05-02 09:30,NY,2,13301.25,13300.0,-59.0,9.0,NQ09B BUY NY STOP,13300.75,13302.0,-59.0,9.0,NQ09B SELL NY STOP,2023-05-02 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13301.0,12.75,13314.0,13288.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13301.75,13300.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1310,2023-05-02 18:00,WEEKDAY_WEAK,1,13162.25,13161.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,13161.75,13163.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2023-05-02 18:00:00,2023-05,2023,-59.0,False,False,DOUBLE_STOP,13162.0,8.0,13170.25,13153.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13162.75,13161.0,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1311,2023-05-03 09:30,NY,2,13199.0,13197.75,-59.0,9.0,NQ09B BUY NY STOP,13198.5,13199.75,-59.0,9.0,NQ09B SELL NY STOP,2023-05-03 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13198.75,12.75,13211.75,13185.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13199.5,13197.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1312,2023-05-03 18:00,WEEKDAY_WEAK,1,13064.25,13063.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,13063.75,13055.75,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2023-05-03 18:00:00,2023-05,2023,126.0,False,True,SELL_TARGET,13064.0,8.0,13072.25,13055.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13063.25,13055.75,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1313,2023-05-04 09:30,NY,2,13083.0,13081.75,-59.0,9.0,NQ09B BUY NY STOP,13082.5,13083.75,-59.0,9.0,NQ09B SELL NY STOP,2023-05-04 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13082.75,12.75,13095.75,13069.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13083.5,13081.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1314,2023-05-04 18:00,WEEKDAY_WEAK,1,13060.25,13059.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,13059.75,13061.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2023-05-04 18:00:00,2023-05,2023,-59.0,False,False,DOUBLE_STOP,13060.0,8.0,13068.25,13051.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13060.75,13059.0,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1315,2023-05-05 09:30,NY,2,13139.5,13138.25,-59.0,9.0,NQ09B BUY NY STOP,13139.0,13126.25,501.0,9.0,NQ09B SELL NY N130 TP2,2023-05-05 09:30:00,2023-05,2023,442.0,False,True,SELL_TARGET,13139.25,12.75,13152.25,13126.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,13138.5,13126.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1316,2023-05-07 18:00,WEEKLY,2,13316.25,13315.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,13315.75,13317.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2023-05-07 18:00:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13316.0,8.0,13324.25,13307.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13316.75,13315.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1317,2023-05-08 09:30,NY,2,13301.25,13300.0,-59.0,9.0,NQ09B BUY NY STOP,13300.75,13302.0,-59.0,9.0,NQ09B SELL NY STOP,2023-05-08 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13301.0,12.75,13314.0,13288.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13301.75,13300.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1318,2023-05-09 09:30,NY,2,13281.25,13280.0,-59.0,9.0,NQ09B BUY NY STOP,13280.75,13282.0,-59.0,9.0,NQ09B SELL NY STOP,2023-05-09 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13281.0,12.75,13294.0,13268.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13281.75,13280.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1319,2023-05-10 09:30,NY,2,13366.75,13365.5,-59.0,9.0,NQ09B BUY NY STOP,13366.25,13367.5,-59.0,9.0,NQ09B SELL NY STOP,2023-05-10 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13366.5,12.75,13379.5,13353.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13367.25,13365.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1320,2023-05-11 09:30,NY,2,13427.5,13426.25,-59.0,9.0,NQ09B BUY NY STOP,13427.0,13428.25,-59.0,9.0,NQ09B SELL NY STOP,2023-05-11 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13427.25,12.75,13440.25,13414.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13428.0,13426.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
1321,2023-05-12 09:30,NY,2,13468.25,13467.0,-59.0,9.0,NQ09B BUY NY STOP,13467.75,13469.0,-59.0,9.0,NQ09B SELL NY STOP,2023-05-12 09:30:00,2023-05,2023,-118.0,False,False,DOUBLE_STOP,13468.0,12.75,13481.0,13455.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,13468.75,13467.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
