trade_number,buy_entry_time,buy_entry_price,buy_entry_signal,clock,trade,class,side,q,tim,tm,sp,tp,ref,risk,s60,r1,r2,r60,rg60,ef60,al,wc,cp,pdl,pwl,dh,dl,wh,wl,pdr,pwr,r30,gate,route,buy_exit_time,buy_exit_signal,buy_exit_price,buy_net,buy_commission,sell_entry_time,sell_entry_price,sell_entry_signal,sell_exit_time,sell_exit_signal,sell_exit_price,sell_net,sell_commission,entry_time,label,pair_net,year,month,day_of_week,hour_minute,route_class
11,2020-01-14 09:30:00,9076.75,NQ09B|clock20200114|trade20200114|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9076.50|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.162|al0|wc0.526|cpNaN|pdl0.837|pwl1.056|dhNaN|dlNaN|whNaN|wlNaN,20200114.0,20200114.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9076.5,118.0,CHOP,,,,,0.162,0.0,0.526,,0.837,1.056,,,,,,,,,,2020-01-14 09:30:00,NQ09B BUY NY STOP,9075.5,-59.0,9.0,2020-01-14 09:30:00,9076.25,NQ09B|clock20200114|trade20200114|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9076.50|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.162|al0|wc0.526|cpNaN|pdl0.837|pwl1.056|dhNaN|dlNaN|whNaN|wlNaN,2020-01-14 09:30:00,NQ09B SELL NY STOP,9077.5,-59.0,9.0,2020-01-14 09:30:00,SKIP,-118.0,2020,2020-01,Tuesday,09:30,NY
12,2020-01-15 09:30:00,9054.25,NQ09B|clock20200115|trade20200115|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9054.25|risk118.00|s60NORMAL|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.472|al0|wc0.316|cpNaN|pdl0.241|pwl0.997|dhNaN|dlNaN|whNaN|wlNaN,20200115.0,20200115.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9054.25,118.0,NORMAL,,,,,0.472,0.0,0.316,,0.241,0.997,,,,,,,,,,2020-01-15 09:30:00,NQ09B BUY NY STOP,9053.0,-59.0,9.0,2020-01-15 09:30:00,9053.75,NQ09B|clock20200115|trade20200115|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9054.25|risk118.00|s60NORMAL|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.472|al0|wc0.316|cpNaN|pdl0.241|pwl0.997|dhNaN|dlNaN|whNaN|wlNaN,2020-01-15 09:30:00,NQ09B SELL NY STOP,9055.0,-59.0,9.0,2020-01-15 09:30:00,SKIP,-118.0,2020,2020-01,Wednesday,09:30,NY
13,2020-01-16 09:30:00,9096.0,NQ09B|clock20200116|trade20200116|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9095.75|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.742|cpNaN|pdl0.997|pwl1.107|dhNaN|dlNaN|whNaN|wlNaN,20200116.0,20200116.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9095.75,118.0,CHOP,,,,,1.0,1.0,0.742,,0.997,1.107,,,,,,,,,,2020-01-16 09:30:00,NQ09B BUY NY STOP,9094.75,-59.0,9.0,2020-01-16 09:30:00,9095.5,NQ09B|clock20200116|trade20200116|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9095.75|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.742|cpNaN|pdl0.997|pwl1.107|dhNaN|dlNaN|whNaN|wlNaN,2020-01-16 09:30:00,NQ09B SELL NY STOP,9096.75,-59.0,9.0,2020-01-16 09:30:00,SKIP,-118.0,2020,2020-01,Thursday,09:30,NY
14,2020-01-17 09:30:00,9175.75,NQ09B|clock20200117|trade20200117|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9175.75|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.781|cpNaN|pdl1.451|pwl1.319|dhNaN|dlNaN|whNaN|wlNaN,20200117.0,20200117.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9175.75,118.0,CHOP,,,,,1.0,1.0,0.781,,1.451,1.319,,,,,,,,,,2020-01-17 09:30:00,NQ09B BUY NY STOP,9174.5,-59.0,9.0,2020-01-17 09:30:00,9175.25,NQ09B|clock20200117|trade20200117|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9175.75|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.781|cpNaN|pdl1.451|pwl1.319|dhNaN|dlNaN|whNaN|wlNaN,2020-01-17 09:30:00,NQ09B SELL NY STOP,9176.5,-59.0,9.0,2020-01-17 09:30:00,SKIP,-118.0,2020,2020-01,Friday,09:30,NY
15,2020-01-19 18:00:00,9174.25,NQ09B|clock20200119|trade20200120|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9171.75|pdrNaN|pwrNaN|r30NaN|gate.06|risk118.00|s60NORMAL|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.355|cpNaN|pdl1.4|pwl1.308|dhNaN|dlNaN|whNaN|wlNaN,20200119.0,20200120.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,9171.75,118.0,NORMAL,,,,,1.0,1.0,0.355,,1.4,1.308,,,,,,,,0.06,,2020-01-19 18:00:00,NQ09B BUY WEEKLY STOP,9173.0,-59.0,9.0,2020-01-19 18:00:00,9173.75,NQ09B|clock20200119|trade20200120|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9171.75|pdrNaN|pwrNaN|r30NaN|gate.06|risk118.00|s60NORMAL|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.355|cpNaN|pdl1.4|pwl1.308|dhNaN|dlNaN|whNaN|wlNaN,2020-01-19 18:00:00,NQ09B SELL WEEKLY STOP,9175.0,-59.0,9.0,2020-01-19 18:00:00,SKIP,-118.0,2020,2020-01,Sunday,18:00,WEEKLY
16,2020-01-20 09:30:00,9167.0,NQ09B|clock20200120|trade20200120|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9166.75|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.176|al0|wc0.553|cpNaN|pdl0.62|pwl0.893|dhNaN|dlNaN|whNaN|wlNaN,20200120.0,20200120.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9166.75,118.0,CHOP,,,,,0.176,0.0,0.553,,0.62,0.893,,,,,,,,,,2020-01-20 09:30:00,NQ09B BUY NY STOP,9165.75,-59.0,9.0,2020-01-20 09:30:00,9166.5,NQ09B|clock20200120|trade20200120|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9166.75|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.176|al0|wc0.553|cpNaN|pdl0.62|pwl0.893|dhNaN|dlNaN|whNaN|wlNaN,2020-01-20 09:30:00,NQ09B SELL NY STOP,9167.75,-59.0,9.0,2020-01-20 09:30:00,SKIP,-118.0,2020,2020-01,Monday,09:30,NY
17,2020-01-21 09:30:00,9154.0,NQ09B|clock20200121|trade20200121|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9153.75|risk118.00|s60NORMAL|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.655|al0|wc0.293|cpNaN|pdl0.401|pwl0.831|dhNaN|dlNaN|whNaN|wlNaN,20200121.0,20200121.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9153.75,118.0,NORMAL,,,,,0.655,0.0,0.293,,0.401,0.831,,,,,,,,,,2020-01-21 09:30:00,NQ09B BUY NY STOP,9152.75,-59.0,9.0,2020-01-21 09:30:00,9153.5,NQ09B|clock20200121|trade20200121|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9153.75|risk118.00|s60NORMAL|r1NaN|r2NaN|r60NaN|rg60NaN|ef600.655|al0|wc0.293|cpNaN|pdl0.401|pwl0.831|dhNaN|dlNaN|whNaN|wlNaN,2020-01-21 09:30:00,NQ09B SELL NY STOP,9154.75,-59.0,9.0,2020-01-21 09:30:00,SKIP,-118.0,2020,2020-01,Tuesday,09:30,NY
18,2020-01-22 09:30:00,9223.5,NQ09B|clock20200122|trade20200122|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9223.50|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.578|cpNaN|pdl1.279|pwl1.163|dhNaN|dlNaN|whNaN|wlNaN,20200122.0,20200122.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9223.5,118.0,CHOP,,,,,1.0,1.0,0.578,,1.279,1.163,,,,,,,,,,2020-01-22 09:30:00,NQ09B BUY NY STOP,9222.25,-59.0,9.0,2020-01-22 09:30:00,9223.0,NQ09B|clock20200122|trade20200122|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9223.50|risk118.00|s60CHOP|r1NaN|r2NaN|r60NaN|rg60NaN|ef601|al1|wc0.578|cpNaN|pdl1.279|pwl1.163|dhNaN|dlNaN|whNaN|wlNaN,2020-01-22 09:30:00,NQ09B SELL NY STOP,9224.25,-59.0,9.0,2020-01-22 09:30:00,SKIP,-118.0,2020,2020-01,Wednesday,09:30,NY
19,2020-01-23 09:30:00,9193.25,NQ09B|clock20200123|trade20200123|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9193.00|risk118.00|s60CHOP|r10.033|r2-0.004|r600.031|rg600.198|ef600.778|al0|wc0.866|cp21.1|pdl0.235|pwl1.018|dh0.542|dl0.167|wh0.033|wl1.902,20200123.0,20200123.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9193.0,118.0,CHOP,0.033,-0.004,0.031,0.198,0.778,0.0,0.866,21.1,0.235,1.018,0.542,0.167,0.033,1.902,,,,,,2020-01-23 09:30:00,NQ09B BUY NY STOP,9192.0,-59.0,9.0,2020-01-23 09:30:00,9192.75,NQ09B|clock20200123|trade20200123|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9193.00|risk118.00|s60CHOP|r10.033|r2-0.004|r600.031|rg600.198|ef600.778|al0|wc0.866|cp21.1|pdl0.235|pwl1.018|dh0.542|dl0.167|wh0.033|wl1.902,2020-01-23 09:30:00,NQ09B SELL NY STOP,9194.0,-59.0,9.0,2020-01-23 09:30:00,SKIP,-118.0,2020,2020-01,Thursday,09:30,NY
20,2020-01-24 09:30:00,9273.25,NQ09B|clock20200124|trade20200124|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9273.25|risk118.00|s60CHOP|r1-0.004|r2-0.009|r60-0.013|rg600.072|ef601|al1|wc0.882|cp71.1|pdl1.194|pwl1.4|dh0.177|dl1.087|wh0.752|wl2.634,20200124.0,20200124.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9273.25,118.0,CHOP,-0.004,-0.009,-0.013,0.072,1.0,1.0,0.882,71.1,1.194,1.4,0.177,1.087,0.752,2.634,,,,,,2020-01-24 09:30:00,NQ09B BUY NY STOP,9272.0,-59.0,9.0,2020-01-24 09:30:00,9272.75,NQ09B|clock20200124|trade20200124|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9273.25|risk118.00|s60CHOP|r1-0.004|r2-0.009|r60-0.013|rg600.072|ef601|al1|wc0.882|cp71.1|pdl1.194|pwl1.4|dh0.177|dl1.087|wh0.752|wl2.634,2020-01-24 09:30:00,NQ09B SELL NY STOP,9274.0,-59.0,9.0,2020-01-24 09:30:00,SKIP,-118.0,2020,2020-01,Friday,09:30,NY
21,2020-01-26 18:00:00,9077.25,NQ09B|clock20200126|trade20200127|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9136.75|pdr0.521|pwr1.75|r300.085|gate.06|risk118.00|s60EXPANSION|r1-0.074|r2-0.081|r60-0.136|rg600.19|ef600.792|al1|wc0.289|cp24.1|pdl-0.147|pwl0.75|dh1.045|dl0.134|wh0.47|wl1.412,20200126.0,20200127.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,9136.75,118.0,EXPANSION,-0.074,-0.081,-0.136,0.19,0.792,1.0,0.289,24.1,-0.147,0.75,1.045,0.134,0.47,1.412,0.521,1.75,0.085,0.06,,2020-01-26 18:00:00,NQ09B BUY WEEKLY STOP,9076.0,-59.0,9.0,2020-01-26 18:00:00,9076.75,NQ09B|clock20200126|trade20200127|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9136.75|pdr0.521|pwr1.75|r300.085|gate.06|risk118.00|s60EXPANSION|r1-0.074|r2-0.081|r60-0.136|rg600.19|ef600.792|al1|wc0.289|cp24.1|pdl-0.147|pwl0.75|dh1.045|dl0.134|wh0.47|wl1.412,2020-01-26 18:00:00,NQ09B SELL WEEKLY W80,9068.75,311.0,9.0,2020-01-26 18:00:00,SELL,252.0,2020,2020-01,Sunday,18:00,WEEKLY
22,2020-01-27 09:30:00,8947.5,NQ09B|clock20200127|trade20200127|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref8947.00|risk118.00|s60SHOCK|r1-0.255|r2-0.069|r60-0.328|rg600.363|ef601|al1|wc0.294|cp0.1|pdl-0.914|pwl-0.914|dh2.922|dl1.395|wh2.922|wl1.395,20200127.0,20200127.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,8947.0,118.0,SHOCK,-0.255,-0.069,-0.328,0.363,1.0,1.0,0.294,0.1,-0.914,-0.914,2.922,1.395,2.922,1.395,,,,,,2020-01-27 09:30:00,NQ09B BUY NY N130 TP2,8960.25,501.0,9.0,2020-01-27 09:30:00,8947.0,NQ09B|clock20200127|trade20200127|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref8947.00|risk118.00|s60SHOCK|r1-0.255|r2-0.069|r60-0.328|rg600.363|ef601|al1|wc0.294|cp0.1|pdl-0.914|pwl-0.914|dh2.922|dl1.395|wh2.922|wl1.395,2020-01-27 09:30:00,NQ09B SELL NY STOP,8948.25,-59.0,9.0,2020-01-27 09:30:00,BUY,442.0,2020,2020-01,Monday,09:30,NY
23,2020-01-27 18:00:00,8952.75,NQ09B|clock20200127|trade20200128|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref8960.25|r300.088|gate.06|risk59.00|s60CHOP|r10.041|r2-0.058|r60-0.004|rg600.127|ef600.038|al0|wc0.511|cp49.1|pdl-0.84|pwl-0.84|dh2.808|dl1.282|wh2.808|wl1.282,20200127.0,20200128.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,8960.25,59.0,CHOP,0.041,-0.058,-0.004,0.127,0.038,0.0,0.511,49.1,-0.84,-0.84,2.808,1.282,2.808,1.282,,,0.088,0.06,IMM1800_WEAK,2020-01-27 18:00:00,NQ09B BUY WEEKDAY 1800 D80,8960.75,155.5,4.5,2020-01-27 18:00:00,8952.25,NQ09B|clock20200127|trade20200128|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref8960.25|r300.088|gate.06|risk59.00|s60CHOP|r10.041|r2-0.058|r60-0.004|rg600.127|ef600.038|al0|wc0.511|cp49.1|pdl-0.84|pwl-0.84|dh2.808|dl1.282|wh2.808|wl1.282,2020-01-27 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,8953.5,-29.5,4.5,2020-01-27 18:00:00,BUY,126.0,2020,2020-01,Monday,18:00,WEEKDAY_WEAK
24,2020-01-28 09:30:00,9024.0,NQ09B|clock20200128|trade20200128|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9023.75|risk118.00|s60CHOP|r1-0.034|r2-0.028|r60-0.063|rg600.141|ef601|al1|wc0.677|cp43.1|pdl0.649|pwl-0.482|dh0.43|dl0.794|wh2.129|wl0.693,20200128.0,20200128.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9023.75,118.0,CHOP,-0.034,-0.028,-0.063,0.141,1.0,1.0,0.677,43.1,0.649,-0.482,0.43,0.794,2.129,0.693,,,,,,2020-01-28 09:30:00,NQ09B BUY NY STOP,9022.75,-59.0,9.0,2020-01-28 09:30:00,9023.5,NQ09B|clock20200128|trade20200128|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9023.75|risk118.00|s60CHOP|r1-0.034|r2-0.028|r60-0.063|rg600.141|ef601|al1|wc0.677|cp43.1|pdl0.649|pwl-0.482|dh0.43|dl0.794|wh2.129|wl0.693,2020-01-28 09:30:00,NQ09B SELL NY STOP,9024.75,-59.0,9.0,2020-01-28 09:30:00,SKIP,-118.0,2020,2020-01,Tuesday,09:30,NY
25,2020-01-28 18:00:00,9119.75,NQ09B|clock20200128|trade20200129|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9124.50|r300.301|gate.06|risk118.00|s60EXPANSION|r10.186|r20.044|r600.212|rg600.325|ef600.854|al1|wc0.415|cp0.1|pdl1.314|pwl0.084|dh0.384|dl1.608|wh1.315|wl0.121,20200128.0,20200129.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,9124.5,118.0,EXPANSION,0.186,0.044,0.212,0.325,0.854,1.0,0.415,0.1,1.314,0.084,0.384,1.608,1.315,0.121,,,0.301,0.06,IMM1800_PREMIUM,2020-01-28 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,9118.5,-59.0,9.0,2020-01-28 18:00:00,9119.25,NQ09B|clock20200128|trade20200129|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9124.50|r300.301|gate.06|risk118.00|s60EXPANSION|r10.186|r20.044|r600.212|rg600.325|ef600.854|al1|wc0.415|cp0.1|pdl1.314|pwl0.084|dh0.384|dl1.608|wh1.315|wl0.121,2020-01-28 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,9120.5,-59.0,9.0,2020-01-28 18:00:00,SKIP,-118.0,2020,2020-01,Tuesday,18:00,WEEKDAY_PREMIUM
26,2020-01-29 09:30:00,9149.25,NQ09B|clock20200129|trade20200129|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9149.00|risk118.00|s60CHOP|r10.094|r2-0.08|r600.016|rg600.125|ef600.089|al0|wc0.246|cp50.1|pdl1.069|pwl0.222|dh0.1|dl1.534|wh1.08|wl0.308,20200129.0,20200129.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9149.0,118.0,CHOP,0.094,-0.08,0.016,0.125,0.089,0.0,0.246,50.1,1.069,0.222,0.1,1.534,1.08,0.308,,,,,,2020-01-29 09:30:00,NQ09B BUY NY STOP,9148.0,-59.0,9.0,2020-01-29 09:30:00,9148.75,NQ09B|clock20200129|trade20200129|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9149.00|risk118.00|s60CHOP|r10.094|r2-0.08|r600.016|rg600.125|ef600.089|al0|wc0.246|cp50.1|pdl1.069|pwl0.222|dh0.1|dl1.534|wh1.08|wl0.308,2020-01-29 09:30:00,NQ09B SELL NY STOP,9150.0,-59.0,9.0,2020-01-29 09:30:00,SKIP,-118.0,2020,2020-01,Wednesday,09:30,NY
27,2020-01-29 18:00:00,9111.5,NQ09B|clock20200129|trade20200130|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9104.75|r300.205|gate.06|risk118.00|s60SHOCK|r10.096|r2-0.107|r60-0.037|rg600.424|ef600.162|al0|wc0.653|cp0.1|pdl0.829|pwl-0.027|dh0.246|dl1.189|wh1.425|wl0.037,20200129.0,20200130.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,9104.75,118.0,SHOCK,0.096,-0.107,-0.037,0.424,0.162,0.0,0.653,0.1,0.829,-0.027,0.246,1.189,1.425,0.037,,,0.205,0.06,IMM1800_PREMIUM,2020-01-29 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,9110.25,-59.0,9.0,2020-01-29 18:00:00,9111.0,NQ09B|clock20200129|trade20200130|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9104.75|r300.205|gate.06|risk118.00|s60SHOCK|r10.096|r2-0.107|r60-0.037|rg600.424|ef600.162|al0|wc0.653|cp0.1|pdl0.829|pwl-0.027|dh0.246|dl1.189|wh1.425|wl0.037,2020-01-29 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,9112.25,-59.0,9.0,2020-01-29 18:00:00,SKIP,-118.0,2020,2020-01,Wednesday,18:00,WEEKDAY_PREMIUM
28,2020-01-30 09:30:00,9052.0,NQ09B|clock20200130|trade20200130|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9051.75|risk118.00|s60CHOP|r1-0.062|r20.076|r600.014|rg600.256|ef600.101|al0|wc0.692|cp0.1|pdl-0.237|pwl-0.325|dh0.855|dl0.164|wh1.883|wl0.462,20200130.0,20200130.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9051.75,118.0,CHOP,-0.062,0.076,0.014,0.256,0.101,0.0,0.692,0.1,-0.237,-0.325,0.855,0.164,1.883,0.462,,,,,,2020-01-30 09:30:00,NQ09B BUY NY STOP,9050.75,-59.0,9.0,2020-01-30 09:30:00,9051.5,NQ09B|clock20200130|trade20200130|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9051.75|risk118.00|s60CHOP|r1-0.062|r20.076|r600.014|rg600.256|ef600.101|al0|wc0.692|cp0.1|pdl-0.237|pwl-0.325|dh0.855|dl0.164|wh1.883|wl0.462,2020-01-30 09:30:00,NQ09B SELL NY STOP,9052.75,-59.0,9.0,2020-01-30 09:30:00,SKIP,-118.0,2020,2020-01,Thursday,09:30,NY
29,2020-01-30 18:00:00,9226.75,NQ09B|clock20200130|trade20200131|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9237.50|r300.17|gate.06|risk118.00|s60SHOCK|r10.15|r20.596|r600.745|rg600.779|ef601|al1|wc0.086|cp0.1|pdl1.91|pwl0.72|dh0.63|dl1.321|wh0.398|wl1.023,20200130.0,20200131.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,9237.5,118.0,SHOCK,0.15,0.596,0.745,0.779,1.0,1.0,0.086,0.1,1.91,0.72,0.63,1.321,0.398,1.023,,,0.17,0.06,IMM1800_PREMIUM,2020-01-30 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,9225.5,-59.0,9.0,2020-01-30 18:00:00,9226.25,NQ09B|clock20200130|trade20200131|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9237.50|r300.17|gate.06|risk118.00|s60SHOCK|r10.15|r20.596|r600.745|rg600.779|ef601|al1|wc0.086|cp0.1|pdl1.91|pwl0.72|dh0.63|dl1.321|wh0.398|wl1.023,2020-01-30 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,9227.5,-59.0,9.0,2020-01-30 18:00:00,SKIP,-118.0,2020,2020-01,Thursday,18:00,WEEKDAY_PREMIUM
30,2020-01-31 09:30:00,9181.75,NQ09B|clock20200131|trade20200131|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9181.75|risk118.00|s60CHOP|r1-0.039|r20.036|r60-0.002|rg600.197|ef600.024|al0|wc0.755|cp21.1|pdl0.754|pwl0.406|dh0.438|dl1.34|wh0.793|wl0.543,20200131.0,20200131.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,9181.75,118.0,CHOP,-0.039,0.036,-0.002,0.197,0.024,0.0,0.755,21.1,0.754,0.406,0.438,1.34,0.793,0.543,,,,,,2020-01-31 09:30:00,NQ09B BUY NY STOP,9180.5,-59.0,9.0,2020-01-31 09:30:00,9181.25,NQ09B|clock20200131|trade20200131|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9181.75|risk118.00|s60CHOP|r1-0.039|r20.036|r60-0.002|rg600.197|ef600.024|al0|wc0.755|cp21.1|pdl0.754|pwl0.406|dh0.438|dl1.34|wh0.793|wl0.543,2020-01-31 09:30:00,NQ09B SELL NY STOP,9182.5,-59.0,9.0,2020-01-31 09:30:00,SKIP,-118.0,2020,2020-01,Friday,09:30,NY
31,2020-02-02 18:00:00,8983.0,NQ09B|clock20200202|trade20200203|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9013.25|pdr0.789|pwr-0.222|r300.075|gate.06|risk118.00|s60NORMAL|r1-0.008|r20.158|r600.135|rg600.203|ef600.75|al0|wc0.405|cp19.1|pdl0.041|pwl-0.541|dh1.704|dl0.073|wh2.059|wl0.723,20200202.0,20200203.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,9013.25,118.0,NORMAL,-0.008,0.158,0.135,0.203,0.75,0.0,0.405,19.1,0.041,-0.541,1.704,0.073,2.059,0.723,0.789,-0.222,0.075,0.06,,2020-02-02 18:00:00,NQ09B BUY WEEKLY STOP,8981.75,-59.0,9.0,2020-02-02 18:00:00,8982.5,NQ09B|clock20200202|trade20200203|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9013.25|pdr0.789|pwr-0.222|r300.075|gate.06|risk118.00|s60NORMAL|r1-0.008|r20.158|r600.135|rg600.203|ef600.75|al0|wc0.405|cp19.1|pdl0.041|pwl-0.541|dh1.704|dl0.073|wh2.059|wl0.723,2020-02-02 18:00:00,NQ09B SELL WEEKLY STOP,8983.75,-59.0,9.0,2020-02-02 18:00:00,SKIP,-118.0,2020,2020-02,Sunday,18:00,WEEKLY
